0.88,0.21,0.78,0.45,0.90
0.95,0.13,0.42,0.76,0.30
0.72,0.61,0.95,0.67,0.44
0.48,0.01,0.25,0.55,0.29
0.36,0.92,0.32,0.44,0.09
0.54,0.83,0.42,0.65,0.28
0.51,0.42,1.00,0.72,0.69
0.31,0.92,0.49,0.34,0.07
0.65,0.70,0.77,0.84,0.66
0.20,0.27,0.10,0.65,0.73
0.39,0.41,0.92,0.17,0.67
0.73,0.20,0.42,0.63,0.24
0.88,0.23,0.28,0.54,0.56
0.30,0.38,0.65,0.39,0.52
0.96,0.16,0.69,0.13,0.24
0.93,0.36,0.90,0.38,0.36
0.20,0.10,0.98,0.57,0.13
0.66,0.16,0.31,0.20,0.68
0.78,0.10,0.75,0.06,0.45
0.33,0.82,0.62,0.92,0.82
0.62,0.81,0.07,0.82,0.43
0.33,0.91,0.96,0.75,0.99
0.95,0.60,0.10,0.52,0.81
0.03,0.13,0.30,0.09,0.87
0.39,0.48,0.87,0.96,0.07
0.26,0.40,0.35,0.30,0.99
0.75,0.15,0.42,0.22,0.02
0.60,0.39,0.89,0.35,0.38
0.72,0.34,0.49,0.09,0.68
0.96,0.73,0.65,0.94,0.18
0.59,0.16,0.46,0.28,0.89
0.93,0.52,0.05,0.54,0.55
0.12,0.39,0.87,0.25,0.45
0.16,0.80,0.51,0.26,0.55
0.87,0.03,0.74,0.44,0.40
0.95,0.52,0.88,0.19,0.84
0.39,0.89,0.57,0.19,0.74
0.78,0.35,0.42,0.14,0.04
0.53,0.55,0.06,0.27,0.79
0.64,0.79,0.90,0.03,0.73
0.14,0.76,0.89,0.96,0.95
0.68,0.89,0.13,0.13,0.39
0.14,0.03,0.02,0.21,0.25
0.69,0.72,0.14,0.59,0.42
0.10,0.79,0.06,0.05,0.77
0.22,0.52,0.79,0.75,0.40
0.32,0.19,0.72,0.24,0.86
0.71,0.39,0.51,0.02,0.59
0.70,0.88,0.58,0.31,0.31
0.70,0.02,0.62,0.15,0.90
0.91,0.52,0.66,0.92,0.77
0.02,0.10,0.60,0.74,0.65
0.18,0.66,0.78,0.55,0.72
0.28,0.95,0.80,0.38,0.27
0.64,0.65,0.65,0.74,0.98
0.98,0.25,0.80,0.22,0.91
0.99,0.14,0.47,0.21,0.15
0.88,0.72,0.11,0.94,0.06
0.05,0.50,0.32,0.63,0.52
0.89,0.59,0.43,0.30,0.26
0.80,0.47,0.21,0.08,0.98
0.65,0.66,0.85,0.67,0.64
0.79,0.40,0.90,0.68,0.51
0.36,0.99,0.52,0.57,0.01
0.04,0.09,0.95,0.32,0.79
0.44,0.28,0.38,0.98,0.84
0.98,0.33,0.09,0.54,0.03
0.42,0.81,0.24,0.80,0.83
0.31,0.00,0.36,0.13,0.29
0.18,0.80,0.29,0.90,0.19
0.04,0.69,0.62,0.85,0.67
0.14,0.59,0.62,0.26,0.74
0.79,0.44,0.48,0.55,0.54
0.60,0.69,0.15,0.50,0.77
0.31,0.95,0.11,0.67,0.41
0.31,0.47,1.00,0.95,0.31
0.83,0.66,0.32,0.62,0.38
0.68,0.66,0.34,0.92,0.77
0.12,0.88,0.10,0.37,0.72
0.71,0.95,0.96,0.40,0.35
0.49,0.58,0.25,0.19,0.75
0.36,0.12,0.07,0.77,0.69
0.76,0.17,0.51,0.82,0.23
0.71,0.06,0.03,0.31,0.46
0.35,0.73,0.24,0.43,0.68
0.97,0.74,0.96,0.73,0.06
0.93,0.19,0.17,0.24,0.15
0.34,0.37,0.92,0.37,0.91
0.31,0.70,0.33,0.91,0.75
0.96,0.29,0.96,0.38,0.79
0.83,0.23,0.16,0.33,0.44
0.55,0.50,0.37,0.67,0.91
0.32,0.74,0.35,0.22,0.39
0.93,0.16,0.32,0.00,0.63
0.10,0.20,0.48,0.51,0.03
0.51,0.29,0.01,0.97,0.86
0.75,0.64,0.78,0.98,0.97
0.23,0.69,0.66,0.44,0.69
0.14,0.38,0.73,0.84,0.59
0.53,0.58,0.25,0.71,0.33
0.95,0.31,0.18,0.81,0.85
0.23,0.19,0.05,0.39,0.31
0.40,0.79,0.65,0.23,0.93
0.56,0.03,0.29,0.38,0.47
0.78,0.97,0.07,0.87,0.94
0.02,0.91,0.42,0.08,0.97
0.43,0.31,0.08,0.83,0.81
0.89,0.79,0.59,0.90,0.08
0.43,0.79,0.47,0.45,0.10
0.40,0.20,0.31,0.87,0.89
0.78,0.93,0.69,0.30,0.16
0.51,0.27,0.65,0.94,0.20
0.51,0.54,0.81,0.86,0.89
0.89,0.12,0.78,0.88,0.92
0.66,0.62,0.75,0.10,0.11
0.81,0.69,0.91,0.06,0.68
0.17,0.61,0.27,0.13,0.02
0.91,0.23,0.57,0.31,0.31
0.71,0.99,0.46,0.20,0.37
0.15,0.16,0.28,0.84,0.40
0.82,0.08,0.96,0.93,0.33
0.33,0.54,0.00,0.74,0.97
0.21,0.99,0.53,0.80,0.18
0.61,0.46,0.84,0.25,0.36
0.42,0.34,0.55,0.46,0.56
0.87,0.77,0.30,0.39,0.02
0.14,0.52,0.75,0.71,0.59
0.52,0.88,0.15,0.36,0.12
0.54,0.44,0.02,0.02,0.77
0.82,0.60,0.59,0.72,0.81
0.63,0.50,0.69,0.05,0.64
0.50,0.42,0.76,0.13,0.91
0.71,0.20,0.93,0.14,0.86
0.55,0.57,0.91,0.89,0.83
0.11,0.93,0.82,0.91,0.01
0.85,0.55,0.42,0.93,0.31
0.87,0.56,0.33,0.41,0.67
0.36,0.68,0.93,0.51,0.31
0.24,0.90,0.33,0.47,0.42
0.10,0.77,0.10,0.79,0.83
0.92,0.20,0.89,0.58,0.45
0.80,0.41,0.70,0.07,0.86
0.87,0.11,0.06,0.21,0.29
0.32,0.00,0.49,0.16,0.95
0.44,0.46,0.69,0.56,0.10
0.46,0.07,0.79,0.46,0.75
0.13,0.89,0.05,0.41,0.48
0.49,0.62,0.85,0.58,0.64
0.05,0.39,0.03,0.18,0.19
0.52,0.81,0.79,0.29,0.50
0.50,0.70,0.72,0.37,0.78
0.33,0.21,0.51,0.11,0.05
0.32,0.97,0.48,0.04,0.32
0.11,0.17,0.50,0.25,0.18
0.54,0.48,0.47,0.91,0.65
0.16,0.87,0.42,0.91,0.66
0.29,0.34,0.45,0.11,0.62
0.42,0.48,0.95,0.48,0.38
0.24,0.47,0.74,0.15,0.88
0.76,0.17,0.15,0.59,0.14
0.20,0.88,0.33,0.97,0.70
0.31,0.11,0.07,0.83,0.36
0.40,0.24,0.90,0.13,0.09
0.98,0.43,0.90,0.64,0.05
0.58,0.06,0.86,0.53,0.97
0.96,0.18,0.32,0.27,0.16
0.12,0.95,0.51,0.98,0.78
0.38,0.02,0.52,0.59,0.48
0.01,0.04,0.97,0.32,0.30
0.75,0.23,0.77,0.70,0.24
0.61,0.46,0.47,0.44,0.22
0.60,0.38,0.93,0.26,0.21
0.78,0.35,0.14,0.16,0.87
0.34,0.79,0.23,0.07,0.61
0.99,0.42,0.77,0.07,0.89
0.89,0.17,0.45,0.27,0.26
0.75,0.30,0.29,0.69,0.64
0.19,0.67,0.35,0.07,0.60
0.94,0.16,0.62,0.67,0.06
0.05,0.07,0.37,0.64,0.56
0.75,0.75,0.38,0.78,0.59
0.23,0.86,1.00,0.60,0.17
0.31,0.43,0.06,0.10,0.26
0.29,0.73,0.28,0.22,0.63
0.01,0.14,0.24,0.65,0.31
0.86,0.99,0.41,0.95,0.28
0.53,0.30,0.44,0.89,0.60
0.67,0.58,0.39,0.41,0.50
0.75,0.51,0.70,0.83,0.99
0.79,0.11,0.81,0.13,0.59
0.35,0.64,0.78,0.15,0.34
0.18,1.00,0.59,0.24,0.20
0.39,0.22,0.74,0.40,0.42
0.85,0.74,0.36,0.71,0.77
0.13,0.64,0.24,0.59,0.23
0.40,0.87,0.76,0.53,0.01
0.46,0.86,0.20,0.21,0.21
0.10,0.83,0.34,0.48,0.23
0.02,0.22,0.41,0.55,0.71
0.02,0.80,0.06,0.15,0.74
0.11,0.92,0.39,0.26,0.00
0.56,0.76,0.82,0.16,0.26
0.39,0.94,0.27,0.60,0.63
0.91,0.19,0.86,0.64,0.98
0.51,0.61,0.01,0.09,0.29
0.96,0.55,0.02,0.62,0.83
0.90,0.88,0.78,0.58,0.55
0.27,0.26,0.12,0.62,0.32
0.07,0.40,0.07,0.16,0.47
0.64,0.00,0.18,0.61,0.80
0.18,0.32,0.56,0.65,0.81
0.50,0.16,0.64,0.14,0.71
0.00,0.04,0.08,0.68,0.39
0.32,0.90,0.18,0.98,0.39
0.23,0.45,0.15,0.55,0.55
0.16,0.42,0.87,0.82,0.10
0.09,0.94,0.51,0.57,0.62
0.94,0.35,0.66,0.11,0.15
0.99,0.26,0.98,0.16,0.40
0.08,0.32,0.44,0.75,0.19
0.77,0.05,0.69,0.67,0.64
0.85,0.31,0.15,0.97,0.50
0.64,0.87,0.13,0.25,0.19
0.94,0.89,0.76,0.56,0.55
0.85,0.23,0.90,0.97,0.49
0.08,0.17,0.58,0.92,0.14
0.88,0.49,0.14,0.28,0.86
0.96,0.28,0.65,0.63,0.50
0.01,0.16,0.18,0.93,0.43
0.93,0.28,0.29,0.90,0.90
0.99,0.06,0.71,0.72,0.17
0.36,0.74,0.17,0.28,0.58
0.01,0.99,0.94,0.41,1.00
0.81,0.67,0.59,0.13,0.83
0.04,0.28,0.16,0.03,0.47
0.87,0.59,0.05,0.61,0.25
0.26,0.84,0.84,0.86,0.60
0.62,0.83,0.26,0.10,0.98
0.76,0.67,0.82,0.02,0.74
0.76,0.70,0.02,0.67,0.07
0.93,0.22,0.22,0.32,0.13
0.71,0.93,0.48,0.83,0.37
0.91,0.52,0.20,0.08,0.98
0.42,0.09,0.10,0.71,0.15
0.88,0.79,0.30,0.90,0.59
0.45,0.43,1.00,0.21,0.58
0.50,0.70,0.34,0.10,0.14
0.25,0.85,0.44,0.20,0.92
0.49,0.86,0.34,0.87,0.48
0.16,0.57,0.64,0.29,0.50
0.84,0.41,0.98,0.35,0.75
0.88,0.94,0.36,0.73,0.42
0.47,0.15,0.94,0.14,0.30
0.22,0.30,0.73,0.29,0.76
0.03,0.86,0.06,0.51,0.78
0.86,0.11,0.63,0.24,0.63
0.72,0.19,0.89,0.97,0.63
0.08,0.79,0.83,0.31,0.82
0.80,0.19,0.21,0.58,0.81
0.12,0.08,0.54,0.04,0.75
0.28,0.15,0.26,0.59,0.25
0.63,0.24,0.52,0.85,0.91
0.54,0.45,0.88,0.20,0.90
0.72,0.07,0.49,0.78,0.92
0.24,0.51,0.57,0.20,0.51
0.91,0.44,0.52,0.06,0.36
0.43,0.11,0.47,0.43,0.57
0.74,0.84,0.58,0.89,0.10
0.24,0.45,0.06,0.33,0.49
0.69,0.16,0.67,0.01,0.88
0.87,0.67,0.12,0.90,0.66
0.19,0.28,0.88,0.70,0.15
0.45,0.58,0.96,0.51,0.72
0.58,0.13,0.31,0.98,0.48
0.72,0.75,0.74,0.32,0.97
0.31,0.32,0.20,0.04,0.75
0.91,0.77,0.88,0.07,0.85
0.50,0.52,0.66,0.41,0.54
0.43,0.90,0.28,0.27,0.46
0.48,0.06,0.78,0.90,0.53
0.35,0.77,0.01,0.68,0.74
0.52,0.97,0.01,0.66,0.76
0.04,0.74,0.12,0.97,0.42
0.56,0.28,1.00,0.91,0.06
0.67,0.15,0.84,0.29,0.12
0.01,0.72,0.70,0.71,0.24
0.11,0.17,0.49,0.66,0.02
0.03,0.31,0.86,0.49,0.22
0.14,0.18,0.23,0.72,0.26
0.14,0.28,0.69,0.22,0.43
0.41,0.21,0.44,0.31,0.50
0.45,0.55,0.65,0.72,0.88
0.99,0.51,0.23,0.57,0.99
0.65,0.32,0.17,0.27,0.73
0.19,0.50,0.53,0.54,0.12
0.58,0.54,0.34,0.51,0.09
0.64,0.75,0.46,0.92,0.98
0.72,0.43,0.70,0.31,0.44
0.72,0.29,0.30,0.03,0.67
0.95,0.04,0.71,0.30,0.40
0.80,0.12,0.00,0.22,0.31
0.32,0.20,0.94,0.15,0.86
0.72,0.48,0.66,0.37,0.89
0.07,0.66,0.50,0.16,0.26
0.26,0.73,0.67,0.94,0.89
0.19,0.19,0.33,0.28,0.71
0.99,0.93,0.67,0.30,0.55
0.46,0.77,0.54,0.73,0.98
0.62,0.01,0.07,0.93,0.69
0.69,0.56,0.42,0.71,0.65
0.90,0.07,0.27,0.00,0.53
0.22,0.34,0.99,0.58,0.22
0.05,0.14,0.47,0.42,0.52
0.02,0.95,0.36,0.92,0.12
0.61,0.53,0.18,0.53,0.26
0.49,0.78,0.64,0.99,0.50
0.60,0.95,0.58,0.97,0.48
0.98,0.04,0.94,0.71,0.76
0.66,0.11,0.59,0.43,0.07
0.84,0.61,0.78,0.93,0.90
0.73,0.64,0.08,0.91,0.14
0.33,0.74,0.41,0.79,0.26
0.95,0.98,0.97,0.72,0.20
0.13,0.51,0.10,0.45,0.90
0.30,0.75,0.58,0.65,0.89
0.09,0.78,0.54,0.95,0.54
0.25,0.65,0.69,0.02,0.78
0.55,0.04,0.94,0.26,0.05
0.35,0.55,0.31,0.52,0.28
0.89,0.50,0.24,0.36,0.80
0.25,0.09,0.84,0.32,0.79
0.20,0.82,0.40,0.74,0.68
0.83,0.83,0.64,0.29,0.83
0.55,0.57,0.48,0.87,0.86
0.09,0.03,0.86,0.59,0.36
0.25,0.78,0.57,0.33,0.30
0.29,0.90,0.31,0.05,0.57
0.98,0.66,0.34,0.60,0.43
0.75,0.36,0.06,0.82,0.01
0.96,0.74,0.81,0.18,0.40
0.05,0.17,0.37,0.82,0.90
0.50,0.23,0.36,0.97,0.92
0.69,0.13,0.35,0.04,0.47
0.80,0.30,0.60,0.67,0.61
0.09,0.57,0.63,0.39,0.04
0.21,0.69,0.70,0.07,0.28
0.20,0.61,0.99,0.57,0.58
0.57,0.30,0.44,0.45,0.76
0.33,0.20,0.55,0.91,0.22
0.51,0.36,0.77,0.08,0.38
0.64,0.95,0.71,0.28,0.80
0.41,0.17,0.62,0.05,0.16
0.18,0.07,0.36,0.50,0.88
0.60,0.42,0.62,0.22,0.62
0.18,0.61,0.52,0.86,0.08
0.93,0.08,0.83,0.34,0.48
0.73,0.77,0.70,0.42,0.36
0.79,0.70,0.67,0.78,0.06
0.10,0.31,0.97,0.31,0.84
0.50,0.77,0.55,0.18,0.32
0.24,0.32,0.85,0.96,0.97
0.20,0.22,0.92,0.67,0.60
0.21,0.56,0.78,0.28,0.24
0.06,0.97,0.98,0.83,0.72
0.79,0.88,0.47,0.76,0.38
0.71,0.43,0.63,0.97,0.96
0.04,0.23,0.53,0.58,0.34
0.09,0.41,0.09,0.86,0.08
0.29,0.19,0.96,0.81,0.20
0.69,0.05,0.71,0.13,0.81
0.69,0.18,0.96,0.47,0.94
0.07,0.51,0.07,0.35,0.64
0.05,0.53,0.58,0.94,0.48
0.50,0.78,0.91,0.48,0.73
0.54,0.89,0.99,0.09,0.89
0.60,0.67,0.28,0.93,0.99
0.38,0.30,0.43,0.52,0.21
0.21,0.52,0.36,0.81,0.78
0.16,0.59,0.89,0.34,0.07
0.46,0.70,0.86,0.46,0.86
0.31,0.02,0.31,0.97,0.86
0.14,0.04,0.02,0.20,0.82
0.00,0.14,0.55,0.99,0.66
0.51,0.02,0.87,0.27,0.19
0.69,0.12,0.41,0.05,0.24
0.31,0.61,0.54,0.46,0.98
0.69,0.45,0.72,0.52,0.88
0.23,0.88,0.87,0.58,0.29
0.32,0.73,0.28,0.98,0.51
0.60,0.20,0.79,0.20,0.70
0.87,0.86,0.90,0.10,0.48
0.22,0.50,0.23,0.56,0.31
0.32,0.66,0.22,0.73,0.94
0.17,0.67,0.01,0.98,0.59
0.17,0.26,0.95,0.81,0.54
0.89,0.58,0.31,0.49,0.73
0.12,0.16,0.30,0.58,0.26
0.22,0.49,0.93,0.64,0.12
0.29,0.41,0.50,0.73,0.44
0.67,0.23,0.57,0.31,0.31
0.48,0.81,0.65,0.90,0.19
0.60,0.49,0.75,0.65,0.18
0.21,0.27,0.59,0.55,0.20
1.00,0.69,0.88,0.08,0.24
0.11,0.85,0.50,0.73,0.76
0.48,0.12,0.12,0.31,0.36
0.59,0.92,0.94,0.30,0.84
0.63,0.75,0.84,0.36,0.08
0.35,0.04,0.48,0.63,0.15
0.22,0.01,0.71,0.87,0.21
0.89,0.99,0.55,0.48,0.65
0.58,0.67,0.99,0.24,0.98
0.16,0.19,0.56,0.12,0.19
0.90,0.53,0.40,0.25,0.84
0.81,0.22,0.53,0.41,0.04
0.28,0.57,0.86,0.36,0.00
0.43,0.42,0.78,0.85,0.12
0.39,0.78,0.64,0.52,0.83
0.64,0.25,0.98,0.74,0.18
0.20,0.22,0.41,0.96,0.26
0.31,0.73,0.50,0.24,0.64
0.00,0.77,0.77,0.54,0.54
0.71,0.85,0.21,0.98,0.70
0.48,0.78,0.51,0.27,0.79
0.55,0.27,0.18,0.88,0.82
0.19,0.34,0.84,0.41,0.97
0.84,0.78,0.78,0.43,0.16
0.20,0.17,0.99,0.50,0.70
0.27,0.61,0.12,0.97,0.03
0.81,0.73,0.88,0.88,0.38
0.50,0.06,0.72,0.42,0.98
0.88,0.99,0.30,0.79,0.63
0.20,0.42,0.85,0.22,0.91
0.51,0.54,0.03,0.86,0.16
0.28,0.88,0.26,0.32,0.74
0.24,0.95,0.22,0.46,0.56
0.90,0.36,0.67,0.17,0.22
0.33,0.27,0.37,0.84,0.40
0.13,0.34,0.85,0.87,0.83
0.82,0.79,0.33,0.80,0.32
0.54,0.02,0.96,0.87,0.30
0.44,0.34,0.32,0.24,0.61
0.64,0.81,0.94,0.81,0.33
0.86,0.25,0.83,0.29,0.68
0.54,0.55,0.36,0.85,0.58
0.02,0.66,0.29,0.62,0.20
0.40,0.07,0.36,0.88,0.44
0.25,0.17,0.20,0.69,0.62
0.59,0.59,0.80,0.80,0.10
0.67,0.50,0.66,0.89,0.60
0.70,0.93,0.88,0.07,0.24
0.90,0.22,0.19,0.20,0.26
0.70,0.62,0.25,0.00,0.18
0.16,0.98,0.18,0.71,0.71
0.41,0.22,0.79,0.83,0.30
0.76,0.77,0.71,0.58,0.92
0.37,0.27,0.18,0.73,0.69
0.89,0.54,0.44,0.88,0.80
0.74,0.32,0.46,0.34,0.02
0.29,0.38,0.10,0.66,0.34
0.52,0.02,0.20,0.43,0.00
0.60,0.12,0.81,0.80,0.21
0.62,0.35,0.90,0.51,0.02
0.20,0.63,0.54,0.24,0.83
0.08,0.75,0.34,0.10,0.97
0.11,0.73,0.77,0.36,0.55
0.65,0.21,0.64,0.74,0.81
0.50,0.09,0.76,0.70,0.65
0.06,0.40,0.02,0.82,0.77
0.63,0.92,0.75,0.77,0.78
0.83,0.07,0.30,0.68,0.92
0.58,0.50,0.01,0.66,0.21
0.27,0.34,0.98,0.83,0.97
0.01,0.68,0.25,0.20,0.04
0.46,0.59,0.26,0.35,0.69
0.43,0.64,0.81,0.04,0.65
0.43,0.25,0.71,0.58,0.53
0.61,0.43,0.40,0.77,0.74
0.61,0.60,0.63,0.60,0.30
0.96,0.91,0.62,0.64,0.95
0.13,0.99,0.13,0.25,0.76
0.85,0.92,0.41,0.78,0.24
0.32,0.04,0.95,0.55,0.78
0.01,0.03,0.21,0.25,0.54
0.70,0.60,0.58,0.19,0.16
0.75,0.73,0.29,0.26,0.96
0.45,0.45,0.26,0.25,0.22
0.81,0.02,0.18,0.30,0.06
0.06,0.74,0.56,0.67,0.26
0.11,0.07,0.72,0.76,0.21
0.62,0.65,0.17,0.14,0.71
0.17,0.19,0.51,0.91,0.90
0.67,0.85,0.89,0.81,0.47
0.82,0.76,0.38,0.27,0.24
0.19,0.33,0.33,0.24,0.42
0.38,0.86,0.79,0.71,0.34
0.98,0.20,0.17,0.90,0.81
0.89,0.97,0.28,0.22,0.68
0.43,0.90,0.62,0.22,0.68
0.53,0.03,0.38,0.07,0.30
0.77,0.50,0.40,0.03,0.73
0.16,0.91,0.02,0.04,0.65
0.18,0.10,0.22,0.86,0.41
0.60,0.08,0.90,0.66,0.85
0.94,0.81,0.46,0.57,0.28
0.01,0.91,0.14,0.59,0.65
0.66,0.11,0.75,0.38,0.26
0.27,0.99,0.86,0.69,0.37
0.30,0.64,0.53,0.28,0.75
0.30,0.30,0.94,0.28,0.82
0.53,0.66,0.31,0.12,0.64
0.08,0.55,0.96,0.31,0.99
0.41,0.35,0.95,0.50,0.25
0.72,0.87,0.35,0.05,0.62
0.76,0.29,0.87,0.17,0.16
0.14,0.88,0.21,0.17,0.41
0.97,0.56,0.04,0.35,0.48
0.90,0.14,0.96,0.11,0.93
0.17,0.40,0.81,0.96,0.20
0.04,0.45,0.68,0.75,0.32
0.59,0.35,0.67,0.74,0.24
0.39,0.65,0.67,0.19,0.37
0.26,0.11,0.46,0.38,0.31
0.75,0.47,0.88,0.14,0.96
0.73,0.13,0.85,0.65,0.09
0.94,0.27,0.60,0.12,0.68
0.74,0.43,0.89,0.84,0.01
0.53,0.76,0.16,0.79,0.63
0.96,0.81,0.96,0.21,0.47
0.62,0.24,0.47,0.13,0.98
0.50,0.45,0.93,0.32,0.97
0.91,0.28,0.91,0.33,0.89
0.66,0.14,0.93,0.49,0.30
0.35,0.99,0.82,0.22,0.85
0.93,0.43,0.03,0.06,0.00
0.75,0.75,0.92,0.92,0.27
0.12,0.42,0.56,0.36,0.91
0.50,0.92,0.14,0.96,0.61
0.57,0.43,0.56,0.73,0.85
0.23,0.02,0.03,0.57,0.19
0.71,0.66,0.01,0.13,0.35
0.18,0.57,0.40,0.23,0.48
0.71,0.95,0.72,0.61,0.47
0.36,0.61,0.84,0.11,0.10
0.82,0.05,0.54,0.76,0.75
0.99,0.16,0.66,0.53,0.11
0.44,0.80,0.59,0.28,0.89
0.11,0.59,0.52,0.70,0.77
0.88,0.41,0.82,0.94,0.31
0.38,0.78,0.98,0.60,0.87
0.71,0.34,0.12,0.58,0.86
0.74,0.40,0.38,0.43,0.90
0.40,0.94,0.07,0.71,0.71
0.30,0.16,0.70,0.22,0.94
0.04,0.61,0.67,0.37,0.58
0.35,0.74,0.50,0.73,0.89
0.15,0.67,0.15,0.18,0.57
0.37,0.06,0.09,0.62,0.83
0.93,0.91,0.45,0.74,0.93
0.09,0.24,0.08,0.58,0.42
0.68,0.39,0.00,0.92,0.38
0.51,0.30,0.43,0.78,0.64
0.87,0.15,0.70,0.73,0.86
0.14,0.93,0.19,0.05,0.59
0.71,0.65,0.96,0.08,0.63
0.96,0.54,0.54,0.07,0.40
0.82,0.31,0.15,0.92,0.86
0.40,0.02,0.49,0.28,0.07
0.68,0.90,0.47,0.92,0.76
0.09,0.03,0.74,0.85,0.61
0.48,0.98,0.35,0.81,0.28
0.22,0.80,0.93,0.36,0.96
0.65,0.84,0.08,0.44,0.04
0.27,0.39,0.48,0.64,0.39
0.34,0.64,0.52,0.58,0.47
0.24,0.19,0.03,0.99,0.95
0.96,0.30,0.70,0.18,0.89
0.99,0.20,0.72,0.66,0.26
0.16,0.85,0.61,0.85,0.82
0.21,0.54,0.40,0.26,0.94
0.25,0.51,0.05,0.66,0.89
0.28,0.71,0.32,0.01,0.42
0.91,0.26,0.11,0.22,0.47
0.20,0.95,0.44,0.22,0.09
0.35,0.07,0.12,0.30,0.08
0.23,0.22,0.72,0.10,0.66
0.81,0.03,0.51,0.72,0.87
0.90,0.64,0.78,0.27,0.37
0.96,0.32,0.97,0.47,0.49
0.84,0.25,0.83,0.29,0.27
0.22,0.78,0.30,0.05,0.03
0.01,0.77,0.45,0.63,0.64
0.95,0.23,0.18,0.58,0.59
0.30,0.78,0.36,0.86,0.39
0.09,0.37,0.89,0.25,0.15
0.45,0.81,0.15,0.08,0.58
0.91,0.58,0.27,0.69,0.36
0.89,0.67,0.14,0.36,0.25
0.92,0.99,0.86,0.05,0.01
0.11,0.44,0.10,0.53,0.41
0.97,0.42,0.43,0.50,0.57
0.72,0.23,0.25,0.04,0.09
0.25,0.44,0.15,0.69,0.77
0.84,0.66,0.22,0.29,0.95
0.54,0.91,0.70,0.54,0.49
0.72,0.89,0.52,0.68,0.59
0.20,0.82,0.29,0.07,0.27
0.56,0.81,0.78,0.64,0.84
0.23,0.45,0.47,0.00,0.51
0.39,0.40,0.95,0.60,0.27
0.11,0.05,0.24,0.20,0.70
0.78,0.84,0.79,0.19,0.97
0.81,0.17,0.92,0.64,0.43
0.46,0.08,0.29,0.62,0.80
0.74,0.21,0.72,0.88,0.85
0.52,0.06,0.65,0.17,0.66
0.32,0.35,0.11,0.56,0.45
0.10,0.79,0.13,0.97,0.36
0.51,0.74,0.18,0.56,0.26
0.21,0.96,0.34,0.93,0.17
0.87,0.13,0.93,0.09,0.90
0.32,0.67,0.85,0.93,0.15
0.60,0.49,0.09,0.03,0.01
0.65,0.78,0.31,0.61,0.08
0.57,0.27,0.57,0.01,0.46
0.69,0.58,0.45,0.65,0.62
0.28,0.30,0.26,0.19,0.67
0.00,0.48,0.98,0.79,0.31
0.61,0.76,0.14,0.71,0.02
1.00,0.18,0.41,0.60,0.47
0.80,0.73,0.76,0.84,0.40
0.39,0.67,0.72,0.76,0.63
0.10,0.52,0.37,0.21,0.15
0.72,0.93,0.15,0.01,0.70
0.75,0.64,0.73,0.63,0.35
0.48,0.74,0.46,0.68,0.46
0.57,0.99,0.43,0.20,0.48
0.09,0.54,0.54,0.77,0.19
0.30,0.27,0.14,0.56,0.48
0.92,0.87,0.48,0.70,0.68
0.27,0.80,0.89,0.86,0.28
0.26,0.13,0.19,0.04,0.94
0.37,0.08,0.04,0.96,0.19
0.83,0.65,0.39,0.29,0.42
0.32,0.08,0.60,0.76,0.76
